Original File:	E:\Arosio\Eduard\20230830_0003_10_size_405.avi	Section:	0,1 [0]
Operator:	pharmagal
Experiment:	20230830_0003
ZetaVIEW S/N:	18-359
Software:	ZetaView (version 8.05.12 SP1)	Analyze:	8.05.12 SP1
Sample:	10
Electrolyte:	diw
pH:	7,400000	entered
Conductivity:	15000,000000	sensed
Temperature:	26,650000	sensed
Viscosity:	0,866753
Date:	2023-08-30
Time:	11:49:07
General Remarks:	
Remarks:	
Sample Remarks0:	
Sample Remarks1:	
Sample Remarks2:
Scattering Intensity:	7,759502
Detected Particles:	144
Cell Checked:	2023-08-30 11:13:54
Cell Check Result:	Very Good
Type of Measurement:	Size Distribution
Microscope Position:	0,100004
Number of Traces:	1218	(at 0,100000)	Average Number of Particles:	150,222222	Dilution::	100,000000
Image Evaluation:
Minimum Brightness:	30
Minimum Area:	10
Maximum Area:	1000
Maximum Brightness:	255
Tracking Radius2:	100
Minimum Tracelength:	30
Begin New Traces:	1
PSD log Correction:	0
Camera:	FpSec 60 #Cycles 2 FRate 30,000000
Gain:	28,800000
Offset:	0,000000
Shutter:	100,000000
Brightness:	NaN
Gamma:	NaN
Auto Exposure:	NaN
Camera Trigger Mode:	Camera Frequency
Camera Trigger Duration mus:	Shutter Duration
Camera Trigger Delay mus:	0
Laser Wavelength nm:	405,000000
Filter Wavelength nm:	Scatter
Position:	0,100004
actual Microscope:	-84414	(Pos	0,100004)
actual Laser:	-214728
Position0 Microscope:	-91842
Position0 Laser:	-224672
Position1 Microscope:	-17565
Position1 Laser:	-125235
Cell Thickness (Microscope Steps):	-74277
Cell Thickness (Laser Steps):	-99437
SL1 (Stationary Layer 1):	0,149500
SL2 (Stationary Layer 2):	0,850500
Cell parameter:
Cell#:	ZNTA
Micrometer per Pixel:	0,712000
Reference Electrode Distance:	5,150000
Voltage:	0,000000
Polarity:	1
Reference Voltage:	0,000000
Microscope Magnification:	x10
ZP Factor:	12,444288 (Smoluchowski)Results (Pos 0,100004):
Median Number (D50):	197,222222
Median Concentration (D50):	197,222222
Median Volume (D50):	259,338869
Size Distribution
Size / nm	Number	Concentration / cm-3	Volume / nm^3	Area / nm^2
5,408E+2	1,000E+0	5,798E+4	8,283E+7	2,297E+5
5,607E+2	0,000E+0	0,000E+0	0,000E+0	0,000E+0
5,812E+2	0,000E+0	0,000E+0	0,000E+0	0,000E+0
6,025E+2	1,000E+0	5,798E+4	1,145E+8	2,851E+5
6,246E+2	0,000E+0	0,000E+0	0,000E+0	0,000E+0
6,474E+2	0,000E+0	0,000E+0	0,000E+0	0,000E+0
6,712E+2	0,000E+0	0,000E+0	0,000E+0	0,000E+0
6,957E+2	1,000E+0	5,798E+4	1,763E+8	3,802E+5
7,212E+2	0,000E+0	0,000E+0	0,000E+0	0,000E+0
7,476E+2	0,000E+0	0,000E+0	0,000E+0	0,000E+0
7,750E+2	0,000E+0	0,000E+0	0,000E+0	0,000E+0
8,034E+2	0,000E+0	0,000E+0	0,000E+0	0,000E+0
8,329E+2	0,000E+0	0,000E+0	0,000E+0	0,000E+0
8,634E+2	0,000E+0	0,000E+0	0,000E+0	0,000E+0
8,950E+2	0,000E+0	0,000E+0	0,000E+0	0,000E+0
9,278E+2	0,000E+0	0,000E+0	0,000E+0	0,000E+0
9,618E+2	0,000E+0	0,000E+0	0,000E+0	0,000E+0
9,970E+2	0,000E+0	0,000E+0	0,000E+0	0,000E+0
1,034E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
1,071E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
1,111E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
1,151E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
1,193E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
1,237E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
1,283E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
1,330E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
1,378E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
1,429E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
1,481E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
1,535E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
1,592E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
1,650E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
1,710E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
1,773E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
1,838E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
1,905E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
1,975E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
2,047E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
2,122E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
2,200E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
2,281E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
2,364E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
2,451E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
2,541E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
2,634E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
2,730E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
2,830E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
2,934E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
3,041E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
3,153E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
3,268E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
3,388E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
3,512E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
3,641E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
3,774E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
3,912E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
4,056E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
4,204E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
4,358E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
4,518E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
4,683E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
4,855E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
5,033E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
5,217E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
5,408E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
5,607E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
5,812E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
6,025E+3	0,000E+0	0,000E+0	0,000E+0	0,000E+0
